FBtr	OG_ID	transcript_ID	gene_ID
FBtr0084269	OG0008328	CG13843-RA	CG13843
FBtr0084270	OG0008329	CG31159-RA	mRRF2
FBtr0084272	OG0008330	CG6949-RA	mRpL45
FBtr0084273	OG0008331	CG5248-RD	loco
FBtr0084277	OG0008327	CG31156-RA	CG31156
FBtr0084279	OG0008324	CG33107-RA	CG33107
FBtr0084280	OG0008323	CG31289-RA	Dph5
FBtr0084281	OG0008320	CG5278-RA	sit
FBtr0084282	OG0008318	CG5315-RA	AdipoR
FBtr0084285	OG0008317	CG5326-RA	CG5326
FBtr0084288	OG0008316	CG33099-RA	CG33099
FBtr0084289	OG0008315	CG5346-RA	CG5346
FBtr0084290	OG0008313	CG5374-RB	CCT1
FBtr0084292	OG0008312	CG5376-RA	CG5376
FBtr0084293	OG0008310	CG5377-RA	CG5377
FBtr0084294	OG0008306	CG5378-RA	Rpn7
FBtr0084295	OG0008304	CG12499-RA	CG12499
FBtr0084302	OG0008335	CG6958-RA	Nup133
FBtr0084303	OG0008336	CG6969-RA	cd
FBtr0084308	OG0008343	CG6985-RA	CG6985
FBtr0084309	OG0008345	CG6990-RA	HP1c
FBtr0084311	OG0008350	CG7023-RB	Usp12-46
FBtr0084312	OG0008351	CG7029-RA	CG7029
FBtr0084313	OG0008352	CG7031-RA	CG7031
FBtr0084314	OG0008354	CG4704-RA	CG4704
FBtr0084316	OG0008349	CG13841-RA	CG13841
FBtr0084317	OG0008348	CG4721-RA	Nepl15
FBtr0084318	OG0008347	CG4723-RA	Nepl14
FBtr0084322	OG0008346	CG17141-RA	CG17141
FBtr0084323	OG0008344	CG4771-RA	vret
FBtr0084324	OG0008342	CG4792-RA	Dcr-1
FBtr0084326	OG0008340	CG4813-RA	Rnf220
FBtr0084333	OG0008337	CG4910-RA	CCAP
FBtr0084334	OG0008334	CG4917-RA	wfs1
FBtr0084336	OG0008333	CG4919-RA	Gclm
FBtr0084337	OG0008355	CG6669-RA	klg
FBtr0084338	OG0008356	CG6660-RA	CG6660
FBtr0084339	OG0008357	CG31281-RA	Tpl94D
FBtr0084340	OG0008358	CG17244-RA	Gbp3
FBtr0084341	OG0008359	CG17241-RA	Or94a
FBtr0084342	OG0008360	CG6679-RA	Or94b
FBtr0084343	OG0008362	CG6688-RA	CG6688
FBtr0084344	OG0008365	CG13838-RA	CG13838
FBtr0084347	OG0008370	CG6697-RA	Ublcp1
FBtr0084356	OG0008369	CG33193-RA	sav
FBtr0084357	OG0008368	CG17119-RA	Ctns
FBtr0084360	OG0008367	CG33336-RB	p53
FBtr0084361	OG0008366	CG17121-RA	CG17121
FBtr0084362	OG0008364	CG13833-RA	CG13833
FBtr0084364	OG0008363	CG4677-RB	lmd
FBtr0084368	OG0008374	CG6742-RA	CenB1A
FBtr0084374	OG0008386	CG6755-RA	EloA
FBtr0084377	OG0008390	CG6759-RA	Cdc16
FBtr0084378	OG0008391	CG6763-RA	CG6763
FBtr0084382	OG0008393	CG4434-RA	bb8
FBtr0084383	OG0008392	CG17083-RA	wam
FBtr0084384	OG0008389	CG10868-RA	orb
FBtr0084387	OG0008387	CG4448-RA	wda
FBtr0084388	OG0008385	CG4449-RA	Rad60
FBtr0084399	OG0008383	CG4568-RA	fzo
FBtr0084400	OG0008380	CG13829-RA	CG13829
FBtr0084401	OG0008379	CG4624-RA	VhaAC39-2
FBtr0084405	OG0008376	CG31457-RB	CG31457
FBtr0084406	OG0008375	CG31365-RA	CG31365
FBtr0084407	OG0008373	CG4656-RA	Rassf
FBtr0084408	OG0008395	CG6768-RA	PolE1
FBtr0084409	OG0008397	CG6773-RA	Sec13
FBtr0084410	OG0008398	CG6779-RA	RpS3
FBtr0084417	OG0008406	CG10164-RA	CG10164
FBtr0084432	OG0008396	CG4412-RA	ATPsynCF6
FBtr0084434	OG0008410	CG13822-RA	GILT3
FBtr0084435	OG0008411	CG10157-RA	GILT2
FBtr0084445	OG0008417	CG10300-RA	CG10300
FBtr0084446	OG0008419	CG10365-RC	CG10365
FBtr0084450	OG0008421	CG10367-RA	Hmgcr
FBtr0084452	OG0008423	CG10370-RA	Rpt5
FBtr0084453	OG0008425	CG10371-RB	Ptpmt1
FBtr0084455	OG0008428	CG10374-RA	Lsd1
FBtr0084458	OG0008430	CG10375-RA	Funes
FBtr0084460	OG0008433	CG10198-RA	Nup98-96
FBtr0084461	OG0008432	CG10208-RA	CG10208
FBtr0084462	OG0008431	CG10210-RA	tst
FBtr0084463	OG0008429	CG10214-RA	Rex2
FBtr0084464	OG0008427	CG10217-RB	udt
FBtr0084466	OG0008426	CG10219-RA	SdhD
FBtr0084467	OG0008424	CG10221-RA	Hrd3
FBtr0084468	OG0008422	CG10225-RA	RanBP3
FBtr0084469	OG0008420	CG10230-RB	Rpn9
FBtr0084472	OG0008418	CG10250-RA	nau
FBtr0084473	OG0008415	CG31468-RA	CG31468
FBtr0084475	OG0008413	CG10252-RA	CG10252
FBtr0084476	OG0008412	CG10254-RB	CG10254
FBtr0084481	OG0008408	CG10184-RA	CG10184
FBtr0084490	OG0008442	CG31141-RA	CG31141
FBtr0084491	OG0008443	CG5857-RA	Ndc1
FBtr0084492	OG0008445	CG31142-RA	CG31142
FBtr0084493	OG0008447	CG13599-RA	CG13599
FBtr0084494	OG0008449	CG5854-RA	CG5854
FBtr0084496	OG0008453	CG5864-RA	AP-1sigma
FBtr0084501	OG0008456	CG5902-RB	CG5902
FBtr0084503	OG0008458	CG5915-RA	Rab7
FBtr0084506	OG0008459	CG5405-RB	Pacs
FBtr0084510	OG0008455	CG13603-RA	CG13603
FBtr0084511	OG0008452	CG5394-RA	GluProRS
FBtr0084513	OG0008451	CG12268-RA	CG12268
FBtr0084519	OG0008448	CG5338-RB	RpS19b
FBtr0084520	OG0008446	CG5289-RA	Rpt2
FBtr0084525	OG0008440	CG13597-RA	tbrd-1
FBtr0084526	OG0008439	CG5163-RA	TfIIA-S
FBtr0084527	OG0008438	CG5212-RA	Pli
FBtr0084529	OG0008435	CG33111-RA	CG33111
FBtr0084532	OG0008460	CG5933-RA	Mettl3
FBtr0084533	OG0008462	CG5977-RA	spas
FBtr0084535	OG0008464	CG5986-RA	CG5986
FBtr0084536	OG0008466	CG5991-RA	Pisd
FBtr0084542	OG0008470	CG10694-RA	CG10694
FBtr0084543	OG0008471	CG18428-RA	CG18428
FBtr0084546	OG0008476	CG6147-RA	Tsc1
FBtr0084547	OG0008477	CG6159-RA	Sec10
FBtr0084549	OG0008478	CG6173-RA	Kal1
FBtr0084550	OG0008480	CG6178-RA	CG6178
FBtr0084551	OG0008482	CG6182-RA	TBC1d7
FBtr0084552	OG0008484	CG6193-RA	Apc2
FBtr0084554	OG0008487	CG6198-RA	mora
FBtr0084555	OG0008490	CG6204-RA	CG6204
FBtr0084558	OG0008491	CG6219-RA	cav
FBtr0084560	OG0008493	CG13609-RA	CG13609
FBtr0084561	OG0008494	CG17924-RA	Acp95EF
FBtr0084564	OG0008495	CG5677-RA	Spase22-23
FBtr0084573	OG0008489	CG5524-RA	SMC6
FBtr0084574	OG0008488	CG5515-RA	CG5515
FBtr0084576	OG0008485	CG5510-RA	CG5510
FBtr0084577	OG0008483	CG13608-RA	mRpS24
FBtr0084583	OG0008479	CG31133-RA	Slimp
FBtr0084584	OG0008475	CG5463-RA	GatB
FBtr0084585	OG0008473	CG13607-RA	CG13607
FBtr0084590	OG0008465	CG5429-RA	Atg6
FBtr0084591	OG0008463	CG5422-RD	Rox8
FBtr0084596	OG0008461	CG5410-RE	Miro
FBtr0084600	OG0008499	CG13611-RA	shps
FBtr0084601	OG0008500	CG6356-RA	CG6356
FBtr0084604	OG0008506	CG31132-RA	BRWD3
FBtr0084605	OG0008508	CG6413-RA	Dis3
FBtr0084606	OG0008509	CG6432-RA	CG6432
FBtr0084607	OG0008510	CG6440-RA	Ms
FBtr0084611	OG0008517	CG33340-RA	CG33340
FBtr0084617	OG0008525	CG13615-RA	CG13615
FBtr0084618	OG0008526	CG13616-RA	CG13616
FBtr0084621	OG0008524	CG17780-RB	CG17780
FBtr0084623	OG0008522	CG17781-RA	CG17781
FBtr0084624	OG0008521	CG17782-RA	CG17782
FBtr0084626	OG0008518	CG17784-RA	CG17784
FBtr0084627	OG0008515	CG5762-RA	CG5762
FBtr0084628	OG0008514	CG18528-RA	CG18528
FBtr0084629	OG0008513	CG17785-RA	Golgin84
FBtr0084632	OG0008507	CG5728-RA	Rrp5
FBtr0084633	OG0008505	CG5720-RA	Nab2
FBtr0084634	OG0008503	CG5715-RA	CG5715
FBtr0084637	OG0008497	CG5706-RA	beta-PheRS
FBtr0084638	OG0008527	CG31128-RA	CG31128
FBtr0084639	OG0008528	CG6844-RA	nAChRalpha2
FBtr0084641	OG0008530	CG13617-RA	DZIP1
FBtr0084643	OG0008532	CG13618-RA	Jhbp12
FBtr0084644	OG0008533	CG6607-RA	CG6607
FBtr0084645	OG0008535	CG6631-RA	ana1
FBtr0084656	OG0008542	CG6668-RA	atl
FBtr0084660	OG0008544	CG6677-RC	ash2
FBtr0084663	OG0008547	CG31126-RA	CG31126
FBtr0084664	OG0008548	CG5796-RA	Ppox
FBtr0084665	OG0008545	CG31125-RA	CG31125
FBtr0084669	OG0008541	CG31127-RA	Wsck
FBtr0084670	OG0008540	CG13626-RA	Syx18
FBtr0084671	OG0008538	CG13625-RA	CG13625
FBtr0084679	OG0008534	CG13623-RA	CG13623
FBtr0084681	OG0008529	CG6798-RA	nAChRbeta2
FBtr0084686	OG0008550	CG13627-RA	CG13627
FBtr0084688	OG0008551	CG13628-RA	Polr2L
FBtr0084692	OG0008553	CG6875-RA	asp
FBtr0084693	OG0008555	CG13631-RA	CG13631
FBtr0084697	OG0008559	CG6892-RB	Ets96B
FBtr0084698	OG0008563	CG6980-RA	CG6980
FBtr0084700	OG0008566	CG6995-RB	Saf-B
FBtr0084702	OG0008569	CG13636-RA	sosie
FBtr0084704	OG0008570	CG7006-RA	CG7006
FBtr0084707	OG0008577	CG7016-RA	CG7016
FBtr0084708	OG0008579	CG7021-RA	Elal
FBtr0084710	OG0008583	CG11089-RA	Atic
FBtr0084711	OG0008582	CG31381-RA	CG31381
FBtr0084712	OG0008585	CG11069-RA	CG11069
FBtr0084713	OG0008587	CG10845-RA	CG10845
FBtr0084715	OG0008589	CG11168-RA	CG11168
FBtr0084716	OG0008590	CG11120-RA	Mink
FBtr0084718	OG0008591	CG17462-RA	Trf4-2
FBtr0084723	OG0008584	CG31121-RA	CG31121
FBtr0084728	OG0008580	CG5814-RA	CycB3
FBtr0084729	OG0008578	CG13641-RA	Srg1
FBtr0084730	OG0008576	CG13640-RA	CG13640
FBtr0084732	OG0008573	CG10899-RA	CAH4
FBtr0084734	OG0008572	CG31119-RA	HDAC11
FBtr0084735	OG0008568	CG31357-RA	Kaz
FBtr0084737	OG0008567	CG10951-RA	niki
FBtr0084738	OG0008565	CG5808-RA	Ppil4
FBtr0084739	OG0008562	CG5807-RA	lili
FBtr0084740	OG0008561	CG11375-RA	polybromo
FBtr0084742	OG0008558	CG13634-RA	CG13634
FBtr0084743	OG0008557	CG5805-RA	CG5805
FBtr0084744	OG0008554	CG13633-RA	AstA
FBtr0084745	OG0008552	CG13630-RA	CG13630
FBtr0084748	OG0008592	CG11771-RA	CG11771
FBtr0084749	OG0008595	CG13645-RA	Nmnat
FBtr0084751	OG0008596	CG13646-RA	mah
FBtr0084755	OG0008598	CG11780-RA	beta4GalT7
FBtr0084756	OG0008600	CG11783-RA	Hr96
FBtr0084758	OG0008604	CG11785-RA	bai
FBtr0084760	OG0008606	CG11790-RA	CG11790
FBtr0084765	OG0008610	CG11820-RA	PQBP1
FBtr0084769	OG0008613	CG11920-RA	CG11920
FBtr0084770	OG0008614	CG11921-RA	fd96Ca
FBtr0084771	OG0008615	CG11922-RA	fd96Cb
FBtr0084780	OG0008622	CG13651-RA	danr
FBtr0084782	OG0008620	CG10238-RA	Mocs2B
FBtr0084790	OG0008607	CG31111-RA	CG31111
FBtr0084794	OG0008602	CG6422-RA	Ythdf
FBtr0084796	OG0008601	CG6369-RA	Smg6
FBtr0084797	OG0008599	CG11781-RA	EMC6
FBtr0084800	OG0008594	CG6238-RB	ssh
FBtr0084801	OG0008593	CG6708-RA	Osbp
FBtr0084802	OG0008619	CG31108-RA	TTLL5
FBtr0084804	OG0008625	CG13653-RA	CG13653
FBtr0084805	OG0008627	CG13654-RA	CG13654
FBtr0084808	OG0008630	CG11851-RA	Alg9
FBtr0084809	OG0008633	CG11852-RA	Jhbp7
FBtr0084810	OG0008634	CG11853-RA	to
FBtr0084812	OG0008638	CG11875-RA	Nup37
FBtr0084815	OG0008642	CG11858-RA	CG11858
FBtr0084816	OG0008644	CG11859-RA	RIOK2
FBtr0084832	OG0008657	CG11908-RA	rha
FBtr0084834	OG0008661	CG31437-RA	CG31437
FBtr0084835	OG0008663	CG5127-RA	Vps33B
FBtr0084836	OG0008665	CG5121-RA	MED28
FBtr0084837	OG0008666	CG4548-RA	XNP
FBtr0084839	OG0008664	CG4553-RA	CG4553
FBtr0084845	OG0008662	CG31439-RA	Muc96D
FBtr0084846	OG0008660	CG11910-RA	alrm
FBtr0084847	OG0008658	CG11909-RA	tobi
FBtr0084848	OG0008655	CG10669-RA	CG10669
FBtr0084849	OG0008654	CG10675-RA	CHKov2
FBtr0084855	OG0008653	CG31087-RA	CG31087
FBtr0084856	OG0008652	CG31099-RA	CG31099
FBtr0084857	OG0008651	CG10550-RB	CG10550
FBtr0084860	OG0008650	CG31288-RA	CG31288
FBtr0084863	OG0008648	CG31098-RA	CG31098
FBtr0084864	OG0008646	CG10514-RA	CG10514
FBtr0084866	OG0008643	CG10506-RA	GlnRS
FBtr0084867	OG0008641	CG10425-RA	Kdsr
FBtr0084868	OG0008637	CG10423-RA	RpS27
FBtr0084869	OG0008636	CG10422-RA	bam
FBtr0084870	OG0008632	CG10420-RA	Sil1
FBtr0084873	OG0008628	CG13663-RA	Saysd1
FBtr0084874	OG0008626	CG10244-RA	Cad96Ca
FBtr0084877	OG0008668	CG5116-RA	CG5116
FBtr0084878	OG0008670	CG5112-RA	CG5112
FBtr0084879	OG0008671	CG5107-RA	CG5107
FBtr0084881	OG0008672	CG5099-RB	msi
FBtr0084883	OG0008676	CG5079-RA	CG5079
FBtr0084884	OG0008677	CG5071-RB	CG5071
FBtr0084886	OG0008679	CG17383-RA	jigr1
FBtr0084891	OG0008678	CG4685-RA	Ssadh
FBtr0084893	OG0008675	CG4673-RA	Npl4
FBtr0084896	OG0008673	CG4582-RA	CG4582
FBtr0084898	OG0008681	CG5053-RA	RASSF8
FBtr0084899	OG0008682	CG31096-RA	Lgr3
FBtr0084900	OG0008684	CG5039-RA	CG5039
FBtr0084901	OG0008686	CG5028-RA	Idh3g
FBtr0084902	OG0008691	CG5024-RA	CG5024
FBtr0084903	OG0008692	CG17770-RA	CG17770
FBtr0084904	OG0008693	CG17769-RA	Acam
FBtr0084907	OG0008696	CG5886-RA	CG5886
FBtr0084913	OG0008695	CG14545-RA	bbn
FBtr0084917	OG0008690	CG31093-RA	CG31093
FBtr0084918	OG0008689	CG31380-RA	CG31380
FBtr0084929	OG0008688	CG4774-RB	Cls
FBtr0084932	OG0008687	CG4759-RA	RpL27
FBtr0084933	OG0008685	CG4743-RA	CG4743
FBtr0084934	OG0008683	CG4730-RA	CG4730
FBtr0084938	OG0008701	CG5913-RA	CG5913
FBtr0084940	OG0008702	CG5959-RA	Mco3
FBtr0084949	OG0008704	CG8285-RA	boss
FBtr0084952	OG0008706	CG8318-RB	Nf1
FBtr0084954	OG0008707	CG8328-RA	E(spl)mdelta-HLH
FBtr0084955	OG0008708	CG8333-RA	E(spl)mgamma-HLH
FBtr0084956	OG0008710	CG8337-RA	E(spl)malpha-BFM
FBtr0084957	OG0008711	CG8342-RA	Kaz-m1
FBtr0084958	OG0008713	CG8346-RA	E(spl)m3-HLH
FBtr0084959	OG0008716	CG8354-RA	E(spl)m6-BFM
FBtr0084960	OG0008717	CG8361-RA	E(spl)m7-HLH
FBtr0084961	OG0008718	CG8365-RA	E(spl)m8-HLH
FBtr0084966	OG0008719	CG8384-RE	gro
FBtr0084967	OG0008721	CG14542-RA	Vps2
FBtr0084968	OG0008724	CG14543-RA	CG14543
FBtr0084969	OG0008726	CG14544-RA	Trmt61
FBtr0084971	OG0008727	CG14551-RA	Cfap97D
FBtr0084974	OG0008725	CG14550-RA	PIG-P
FBtr0084975	OG0008723	CG14549-RA	Sld5
FBtr0084976	OG0008722	CG6092-RA	Cmpk
FBtr0084978	OG0008720	CG6095-RB	Exo84
FBtr0084979	OG0008715	CG6096-RA	E(spl)m5-HLH
FBtr0084980	OG0008714	CG6099-RA	E(spl)m4-BFM
FBtr0084981	OG0008712	CG6104-RA	E(spl)m2-BFM
FBtr0084982	OG0008709	CG14548-RA	E(spl)mbeta-HLH
FBtr0084988	OG0008729	CG31323-RA	CG31323
FBtr0084989	OG0008730	CG31086-RA	CG31086
FBtr0084990	OG0008732	CG12290-RA	CG12290
FBtr0085003	OG0008731	CG6073-RA	CG6073
FBtr0085009	OG0008736	CG5441-RA	tx
FBtr0085010	OG0008737	CG33102-RA	Hexl
FBtr0085011	OG0008738	CG32849-RA	Hex-T
FBtr0085014	OG0008742	CG14238-RA	CG14238
FBtr0085015	OG0008743	CG5455-RA	CG5455
FBtr0085024	OG0008741	CG6496-RA	Pdf
FBtr0085025	OG0008735	CG6503-RA	CG6503
FBtr0085033	OG0008748	CG31081-RA	TwdlR
FBtr0085034	OG0008749	CG14242-RA	TwdlS
FBtr0085035	OG0008750	CG14243-RA	TwdlD
FBtr0085036	OG0008751	CG5480-RA	Tb
FBtr0085039	OG0008754	CG5484-RC	Yif1
FBtr0085043	OG0008758	CG14247-RA	CG14247
FBtr0085044	OG0008757	CG6403-RA	CG6403
FBtr0085046	OG0008755	CG6420-RA	Wdr20
FBtr0085047	OG0008753	CG6425-RA	CG6425
FBtr0085048	OG0008752	CG6438-RA	amon
FBtr0085054	OG0008747	CG6452-RA	TwdlO
FBtr0085058	OG0008746	CG14240-RA	TwdlP
FBtr0085061	OG0008762	CG5491-RA	IntS12
FBtr0085062	OG0008763	CG5499-RA	His2Av
FBtr0085063	OG0008765	CG14251-RA	ms(3)K81
FBtr0085064	OG0008766	CG5500-RA	CG5500
FBtr0085065	OG0008767	CG5507-RA	T48
FBtr0085070	OG0008773	CG14253-RB	CG14253
FBtr0085075	OG0008775	CG14254-RA	TwdlC
FBtr0085082	OG0008771	CG6323-RA	Tsp97E
FBtr0085085	OG0008770	CG6330-RA	CG6330
FBtr0085094	OG0008764	CG6378-RA	SPARC
FBtr0085101	OG0008777	CG5812-RA	TwdlT
FBtr0085104	OG0008783	CG14259-RA	CG14259
FBtr0085106	OG0008787	CG5815-RA	CG5815
FBtr0085108	OG0008789	CG5880-RA	CG5880
FBtr0085109	OG0008790	CG5882-RA	CG5882
FBtr0085114	OG0008792	CG5909-RA	CG5909
FBtr0085116	OG0008794	CG31069-RA	spn-D
FBtr0085122	OG0008801	CG18766-RB	CG18766
FBtr0085128	OG0008795	CG6127-RA	Ser
FBtr0085131	OG0008788	CG6066-RA	Nkap
FBtr0085132	OG0008786	CG6070-RA	gb
FBtr0085133	OG0008785	CG6074-RA	CAH9
FBtr0085135	OG0008782	CG15884-RA	Cpr97Eb
FBtr0085136	OG0008781	CG6131-RA	Cpr97Ea
FBtr0085137	OG0008779	CG6134-RA	spz
FBtr0085155	OG0008805	CG5930-RA	TfIIA-L
FBtr0085157	OG0008808	CG14260-RA	CG14260
FBtr0085159	OG0008810	CG5938-RB	CG5938
FBtr0085163	OG0008812	CG3368-RA	CG3368
FBtr0085170	OG0008815	CG3330-RA	CG3330
FBtr0085172	OG0008814	CG3348-RA	CG3348
FBtr0085173	OG0008813	CG3350-RA	bigmax
FBtr0085174	OG0008811	CG3361-RA	mrt
FBtr0085175	OG0008809	CG5954-RB	l(3)mbt
FBtr0085177	OG0008807	CG14262-RA	CG14262
FBtr0085179	OG0008804	CG5974-RA	pll
FBtr0085180	OG0008803	CG5987-RA	TTLL6B
FBtr0085181	OG0008802	CG5984-RA	CG5984
FBtr0085184	OG0008818	CG13976-RA	Gr98a
FBtr0085185	OG0008820		
FBtr0085189	OG0008823	CG5692-RA	pins
FBtr0085191	OG0008829	CG5588-RC	Mtl
FBtr0085195	OG0008831	CG5596-RA	Mlc1
FBtr0085199	OG0008828	CG5611-RA	CG5611
FBtr0085200	OG0008827	CG5612-RA	CG5612
FBtr0085202	OG0008824	CG5639-RA	CG5639
FBtr0085210	OG0008822	CG5646-RA	CG5646
FBtr0085211	OG0008821	CG5658-RA	Klp98A
FBtr0085213	OG0008819	CG5402-RA	CG5402
FBtr0085215	OG0008833	CG5590-RA	Hsdl2
FBtr0085216	OG0008834	CG12883-RA	CG12883
FBtr0085217	OG0008836	CG12880-RA	CG12880
FBtr0085224	OG0008842	CG5583-RA	Ets98B
FBtr0085236	OG0008841	CG12428-RB	CROT
FBtr0085241	OG0008839	CG12876-RA	ALiX
FBtr0085243	OG0008837	CG31055-RC	CG31055
FBtr0085245	OG0008835	CG5595-RA	Sce
FBtr0085246	OG0008845	CG5017-RA	mil
FBtr0085247	OG0008847	CG12261-RA	mRpS22
FBtr0085248	OG0008851	CG5502-RA	RpL4
FBtr0085249	OG0008852	CG5508-RA	mino
FBtr0085254	OG0008857	CG5520-RA	Gp93
FBtr0085257	OG0008860	CG4849-RA	CG4849
FBtr0085260	OG0008861	CG4815-RA	CG4815
FBtr0085266	OG0008856	CG4963-RA	mfrn
FBtr0085267	OG0008854	CG4976-RA	NSD
FBtr0085268	OG0008853	CG31053-RA	nenya
FBtr0085269	OG0008850	CG4980-RA	BCAS2
FBtr0085270	OG0008849	CG12259-RA	CG12259
FBtr0085271	OG0008848	CG33213-RA	Boh1
FBtr0085272	OG0008846	CG5003-RA	CG5003
FBtr0085279	OG0008862	CG17856-RA	UQCR-14L
FBtr0085289	OG0008866	CG14064-RA	beat-VI
FBtr0085293	OG0008870	CG12413-RA	mIF2
FBtr0085304	OG0008873	CG9986-RA	CG9986
FBtr0085310	OG0008875	CG9995-RA	htt
FBtr0085311	OG0008880	CG12558-RA	intr
FBtr0085313	OG0008879	CG14061-RA	aqrs
FBtr0085314	OG0008878	CG9997-RA	CG9997
FBtr0085315	OG0008877	CG10000-RA	CG10000
FBtr0085316	OG0008876	CG10001-RA	AstA-R2
FBtr0085319	OG0008874	CG10011-RA	CG10011
FBtr0085320	OG0008872	CG10009-RA	Noa36
FBtr0085322	OG0008882	CG1646-RB	Prp39
FBtr0085326	OG0008884	CG1647-RA	CG1647
FBtr0085328	OG0008889	CG14529-RA	Nepl17
FBtr0085329	OG0008890	CG14528-RA	Nepl18
FBtr0085342	OG0008896	CG1951-RA	CG1951
FBtr0085344	OG0008895	CG1442-RA	eIF4E6
FBtr0085345	OG0008894	CG1443-RA	wat
FBtr0085347	OG0008893	CG14521-RA	DIP-gamma
FBtr0085349	OG0008891	CG14523-RA	Nepl19
FBtr0085350	OG0008887	CG1448-RA	Inx3
FBtr0085351	OG0008885	CG1451-RA	Apc
FBtr0085355	OG0008883	CG1523-RA	CG1523
FBtr0085356	OG0008881	CG1454-RA	wdn
FBtr0085357	OG0008898	CG1957-RA	Cpsf100
FBtr0085359	OG0008900	CG1954-RA	Pkc98E
FBtr0085360	OG0008901	CG11837-RA	CG11837
FBtr0085361	OG0008902	CG11841-RA	CG11841
FBtr0085364	OG0008903	CG11305-RA	Sirt7
FBtr0085370	OG0008906	CG11877-RA	Atg14
FBtr0085371	OG0008908	CG11880-RA	Ctl2
FBtr0085382	OG0008911	CG14516-RB	superdeath
FBtr0085389	OG0008918	CG14515-RA	CG14515
FBtr0085390	OG0008919	CG11899-RA	Psat
FBtr0085392	OG0008921	CG11901-RB	eEF1gamma
FBtr0085394	OG0008923	CG14514-RA	Brd8
FBtr0085405	OG0008922	CG1458-RA	Cisd
FBtr0085407	OG0008920	CG11900-RA	Mesh1
FBtr0085409	OG0008915	CG11886-RA	Slbp
FBtr0085410	OG0008914	CG31426-RA	eIF2D
FBtr0085411	OG0008913	CG11882-RA	CG11882
FBtr0085412	OG0008912	CG14511-RA	CG14511
FBtr0085413	OG0008910	CG14512-RA	Alg13
FBtr0085414	OG0008909	CG11881-RA	dgt6
FBtr0085416	OG0008905	CG11874-RA	alpha-Man-Ib
FBtr0085417	OG0008904	CG1401-RA	Cul5
FBtr0085418	OG0008899	CG1420-RA	Slu7
FBtr0085419	OG0008897	CG14517-RA	beta4GalNAcTB
FBtr0085425	OG0008929	CG2006-RA	CG2006
FBtr0085428	OG0008932	CG2010-RA	FipoQ
FBtr0085432	OG0008933	CG2304-RD	Trc8
FBtr0085433	OG0008931	CG2310-RA	CG2310
FBtr0085435	OG0008930	CG11500-RA	Spase12
FBtr0085436	OG0008928	CG2321-RA	CG2321
FBtr0085441	OG0008934	CG1897-RA	Dr
FBtr0085444	OG0008938	CG1906-RE	alph
FBtr0085447	OG0008940	CG1907-RA	CG1907
FBtr0085448	OG0008942	CG12048-RA	ppk21
FBtr0085449	OG0008944	CG18110-RA	ppk30
FBtr0085451	OG0008945	CG18287-RA	ppk19
FBtr0085452	OG0008947	CG1911-RA	Cap-D2
FBtr0085453	OG0008949	CG1912-RA	Gycalpha99B
FBtr0085454	OG0008951	CG15504-RA	dmrt99B
FBtr0085455	OG0008952	CG15505-RA	Obp99d
FBtr0085456	OG0008954	CG15506-RA	CG15506
FBtr0085458	OG0008955	CG1963-RA	Pcd
FBtr0085459	OG0008957	CG18731-RA	CG18731
FBtr0085460	OG0008958	CG1964-RA	Kul
FBtr0085461	OG0008956	CG7593-RA	Naa40
FBtr0085462	OG0008953	CG7592-RA	Obp99b
FBtr0085463	OG0008950	CG7584-RA	Obp99c
FBtr0085464	OG0008948	CG7582-RA	CG7582
FBtr0085465	OG0008946	CG7581-RA	Bub3
FBtr0085466	OG0008943	CG7577-RA	ppk20
FBtr0085470	OG0008937	CG31041-RA	CG31041
FBtr0085471	OG0008936	CG11470-RA	CG11470
FBtr0085472	OG0008935	CG7567-RA	CG7567
FBtr0085473	OG0008960	CG7598-RA	NdufAF1
FBtr0085476	OG0008963	CG1972-RA	IntS11
FBtr0085477	OG0008965	CG1973-RA	yata
FBtr0085481	OG0008968	CG12068-RA	sro
FBtr0085482	OG0008970	CG7788-RA	Drice
FBtr0085483	OG0008972	CG7789-RA	Bpnt1
FBtr0085484	OG0008974	CG31037-RA	ca
FBtr0085488	OG0008979	CG31009-RA	Cad99C
FBtr0085489	OG0008982	CG7808-RC	RpS8
FBtr0085494	OG0008985	CG31038-RA	CG31038
FBtr0085501	OG0008988	CG31036-RA	CG31036
FBtr0085503	OG0008990	CG15522-RA	CG15522
FBtr0085505	OG0008996	CG15523-RA	Vps13B
FBtr0085508	OG0008995	CG7883-RA	eIF2Balpha
FBtr0085509	OG0008992	CG31040-RA	Cog7
FBtr0085510	OG0008991	CG31202-RA	alpha-Man-Ic
FBtr0085514	OG0008989	CG15520-RA	Capa
FBtr0085515	OG0008986	CG15517-RA	CG15517
FBtr0085523	OG0008981	CG15514-RA	CG15514
FBtr0085531	OG0008976	CG7829-RA	CG7829
FBtr0085533	OG0008975	CG18112-RA	Vps16B
FBtr0085534	OG0008973	CG7831-RA	ncd
FBtr0085535	OG0008971	CG7834-RA	Etfb
FBtr0085537	OG0008969	CG7837-RA	Rnb
FBtr0085538	OG0008966	CG7615-RA	fig
FBtr0085539	OG0008964	CG7610-RA	ATPsyngamma
FBtr0085544	OG0008959	CG7601-RA	CG7601
FBtr0085545	OG0008998	CG7896-RA	CG7896
FBtr0085546	OG0009001	CG15524-RA	Sas-6
